appid,name,genres,steamspy_tags,steamspy_tags_weighted
726830,Vacation Simulator,"Action, Adventure, Simulation",VR;Simulation;Funny;First-Person;Singleplayer;Robots;Comedy;Physics;Memes;Family Friendly;Sandbox;Casual;Sci-fi;Atmospheric;Job Simulator;Realistic;Action;Indie;Psychological Horror;Futuristic,"{""VR"": 217, ""Simulation"": 211, ""Funny"": 206, ""First-Person"": 202, ""Singleplayer"": 199, ""Robots"": 194, ""Comedy"": 187, ""Physics"": 183, ""Memes"": 178, ""Family Friendly"": 168, ""Sandbox"": 160, ""Casual"": 159, ""Sci-fi"": 153, ""Atmospheric"": 146, ""Job Simulator"": 141, ""Realistic"": 134, ""Action"": 132, ""Indie"": 129, ""Psychological Horror"": 123, ""Futuristic"": 119}"
779590,Scavenger SV-4,"Action, Adventure, Indie, Simulation",Simulation;Indie;Adventure;Space;Horror;Action;Sci-fi;Atmospheric;Exploration;Replay Value;Singleplayer;Procedural Generation;First-Person;Multiple Endings;Perma Death;Rogue-lite;Science;Rogue-like;Experimental;Retro,"{""Simulation"": 43, ""Indie"": 40, ""Adventure"": 39, ""Space"": 39, ""Horror"": 38, ""Action"": 36, ""Sci-fi"": 31, ""Atmospheric"": 28, ""Exploration"": 27, ""Replay Value"": 25, ""Singleplayer"": 25, ""Procedural Generation"": 24, ""First-Person"": 23, ""Multiple Endings"": 22, ""Perma Death"": 21, ""Rogue-lite"": 17, ""Science"": 16, ""Rogue-like"": 15, ""Experimental"": 15, ""Retro"": 13}"
853770,Maximum Action,"Action, Indie, Early Access",Action;Gore;FPS;Violent;Retro;Indie;Bullet Time;Shooter;Fast-Paced;First-Person;Old School;Singleplayer;Early Access;Physics;Blood;Level Editor;1980s;Sandbox;Stylized;1990's,"{""Action"": 171, ""Gore"": 166, ""FPS"": 162, ""Violent"": 159, ""Retro"": 151, ""Indie"": 146, ""Bullet Time"": 141, ""Shooter"": 139, ""Fast-Paced"": 135, ""First-Person"": 134, ""Old School"": 130, ""Singleplayer"": 124, ""Early Access"": 121, ""Physics"": 117, ""Blood"": 106, ""Level Editor"": 104, ""1980s"": 103, ""Sandbox"": 98, ""Stylized"": 95, ""1990's"": 93}"
877200,Zero Caliber VR,"Action, Casual, Indie, Simulation",Military;Singleplayer;Co-op;VR;Action;FPS;Shooter;Simulation;Gun Customization;First-Person;Character Customization;PvE;Mature;Violent;War;Online Co-Op;Multiplayer;Gore;Realistic;Co-op Campaign,"{""Military"": 172, ""Singleplayer"": 163, ""Co-op"": 160, ""VR"": 159, ""Action"": 154, ""FPS"": 154, ""Shooter"": 143, ""Simulation"": 141, ""Gun Customization"": 138, ""First-Person"": 131, ""Character Customization"": 125, ""PvE"": 122, ""Mature"": 119, ""Violent"": 115, ""War"": 109, ""Online Co-Op"": 103, ""Multiplayer"": 100, ""Gore"": 89, ""Realistic"": 88, ""Co-op Campaign"": 70}"
925950,Here Comes Niko!,"Action, Adventure, Indie",Cute;Relaxing;3D Platformer;Singleplayer;Exploration;Colorful;Collectathon;Action;Adventure;Cartoony;Stylized;LGBTQ+;Indie;Platformer;3D;Third Person;Fishing,"{""Cute"": 82, ""Relaxing"": 73, ""3D Platformer"": 72, ""Singleplayer"": 58, ""Exploration"": 55, ""Colorful"": 52, ""Collectathon"": 49, ""Action"": 48, ""Adventure"": 43, ""Cartoony"": 42, ""Stylized"": 40, ""LGBTQ+"": 39, ""Indie"": 37, ""Platformer"": 34, ""3D"": 27, ""Third Person"": 26, ""Fishing"": 25}"
960040,Clash of Chefs VR,"Casual, Indie, Simulation",Casual;Simulation;Indie;VR;Multiplayer;Early Access;Singleplayer;Action;Arcade;Comedy;Family Friendly;Management;Funny;PvP;Physics;6DOF;Competitive;Asynchronous Multiplayer;Sports;Cooking,"{""Casual"": 98, ""Simulation"": 91, ""Indie"": 89, ""VR"": 67, ""Multiplayer"": 57, ""Early Access"": 56, ""Singleplayer"": 51, ""Action"": 49, ""Arcade"": 46, ""Comedy"": 44, ""Family Friendly"": 44, ""Management"": 41, ""Funny"": 40, ""PvP"": 37, ""Physics"": 34, ""6DOF"": 34, ""Competitive"": 29, ""Asynchronous Multiplayer"": 29, ""Sports"": 25, ""Cooking"": 17}"
1019550,Thief Simulator VR,"Action, Indie, Simulation",VR;Simulation;Indie;Action;Crime;Stealth;Open World;Singleplayer;Exploration;Sandbox;Multiplayer;First-Person;Co-op;Walking Simulator;Story Rich;Funny;Heist;Adventure;Realistic;Driving,"{""VR"": 62, ""Simulation"": 61, ""Indie"": 55, ""Action"": 53, ""Crime"": 37, ""Stealth"": 37, ""Open World"": 35, ""Singleplayer"": 34, ""Exploration"": 26, ""Sandbox"": 23, ""Multiplayer"": 23, ""First-Person"": 23, ""Co-op"": 21, ""Walking Simulator"": 21, ""Story Rich"": 19, ""Funny"": 17, ""Heist"": 16, ""Adventure"": 14, ""Realistic"": 13, ""Driving"": 12}"
1029690,Sniper Elite 5,"Action, Adventure",Singleplayer;Sniper;Stealth;Multiplayer;Action;World War II;Co-op;Shooter;Third-Person Shooter;Adventure;Gore;Third Person;Violent;Action-Adventure;Open World;Online Co-Op;War;FPS;Gun Customization;Sexual Content,"{""Singleplayer"": 179, ""Sniper"": 174, ""Stealth"": 172, ""Multiplayer"": 166, ""Action"": 165, ""World War II"": 162, ""Co-op"": 154, ""Shooter"": 153, ""Third-Person Shooter"": 136, ""Adventure"": 111, ""Gore"": 97, ""Third Person"": 88, ""Violent"": 86, ""Action-Adventure"": 82, ""Open World"": 66, ""Online Co-Op"": 64, ""War"": 64, ""FPS"": 60, ""Gun Customization"": 48, ""Sexual Content"": 24}"
1043340,No Time,"Action, Adventure, Indie, RPG, Simulation, Early Access",Time Travel;Time Manipulation;Sandbox;Crafting;Flight;Driving;Moddable;Physics;First-Person;Open World;Story Rich;Action;Simulation;Sci-fi;Singleplayer;Adventure;Survival;RPG;Indie;Early Access,"{""Time Travel"": 191, ""Time Manipulation"": 185, ""Sandbox"": 181, ""Crafting"": 177, ""Flight"": 177, ""Driving"": 168, ""Moddable"": 166, ""Physics"": 156, ""First-Person"": 151, ""Open World"": 149, ""Story Rich"": 147, ""Action"": 142, ""Simulation"": 136, ""Sci-fi"": 134, ""Singleplayer"": 131, ""Adventure"": 116, ""Survival"": 104, ""RPG"": 96, ""Indie"": 93, ""Early Access"": 82}"
1086850,Garden of the Sea (VR),"Casual, Indie, Simulation",Casual;Simulation;VR;Indie;Cozy;Cute;Farming;Family Friendly;Farming Sim;Crafting;Relaxing;Agriculture;Early Access;Sandbox;Base-Building;Creature Collector;Exploration;Immersive Sim;Cartoony;Atmospheric,"{""Casual"": 180, ""Simulation"": 176, ""VR"": 176, ""Indie"": 172, ""Cozy"": 171, ""Cute"": 160, ""Farming"": 159, ""Family Friendly"": 157, ""Farming Sim"": 155, ""Crafting"": 153, ""Relaxing"": 152, ""Agriculture"": 144, ""Early Access"": 132, ""Sandbox"": 126, ""Base-Building"": 123, ""Creature Collector"": 121, ""Exploration"": 118, ""Immersive Sim"": 112, ""Cartoony"": 111, ""Atmospheric"": 103}"
1097620,Fast and Low,"Action, Indie, Simulation",VR;Online Co-Op;Tactical;Asymmetric VR;Violent;Cartoony;Local Co-Op;Action;Real Time Tactics;FPS;Gore;Indie;Singleplayer;First-Person;Shooter;3D;Bullet Time;Co-op;Local Multiplayer;Crime,"{""VR"": 149, ""Online Co-Op"": 143, ""Tactical"": 139, ""Asymmetric VR"": 135, ""Violent"": 130, ""Cartoony"": 124, ""Local Co-Op"": 122, ""Action"": 118, ""Real Time Tactics"": 116, ""FPS"": 111, ""Gore"": 108, ""Indie"": 102, ""Singleplayer"": 97, ""First-Person"": 94, ""Shooter"": 89, ""3D"": 79, ""Bullet Time"": 75, ""Co-op"": 71, ""Local Multiplayer"": 67, ""Crime"": 62}"
1133990,"Calm Down, Stalin - VR","Casual, Indie, Simulation",Casual;Simulation;Indie;VR;Politics;Cold War;Funny;World War II;Atmospheric;Comedy,"{""Casual"": 23, ""Simulation"": 21, ""Indie"": 20, ""VR"": 15, ""Politics"": 12, ""Cold War"": 11, ""Funny"": 10, ""World War II"": 10, ""Atmospheric"": 10, ""Comedy"": 9}"
1187510,Rock Simulator,"Casual, Indie, Simulation",Psychological Horror;Casual;Indie;Simulation;e-sports;Comedy;Memes;Relaxing;Multiplayer;God Game;Puzzle;Life Sim;Immersive Sim;Puzzle-Platformer;3D;Cinematic;Cute;Colorful;Realistic;Minimalist,"{""Psychological Horror"": 429, ""Casual"": 419, ""Indie"": 415, ""Simulation"": 414, ""e-sports"": 413, ""Comedy"": 409, ""Memes"": 403, ""Relaxing"": 402, ""Multiplayer"": 400, ""God Game"": 391, ""Puzzle"": 387, ""Life Sim"": 381, ""Immersive Sim"": 376, ""Puzzle-Platformer"": 359, ""3D"": 356, ""Cinematic"": 346, ""Cute"": 339, ""Colorful"": 338, ""Realistic"": 331, ""Minimalist"": 331}"
1194700,House Flipper VR,"Casual, Indie, Simulation",Simulation;Casual;Indie;VR;Relaxing;Singleplayer;Building;Family Friendly;First-Person;Funny;Design & Illustration;Sandbox;Economy;3D;Education;Atmospheric;Destruction;Management;Replay Value;Memes,"{""Simulation"": 128, ""Casual"": 124, ""Indie"": 123, ""VR"": 46, ""Relaxing"": 25, ""Singleplayer"": 24, ""Building"": 23, ""Family Friendly"": 23, ""First-Person"": 22, ""Funny"": 22, ""Design & Illustration"": 22, ""Sandbox"": 21, ""Economy"": 21, ""3D"": 20, ""Education"": 19, ""Atmospheric"": 19, ""Destruction"": 19, ""Management"": 19, ""Replay Value"": 18, ""Memes"": 16}"
1232430,Counter Fight 4,"Action, Casual, Indie, Simulation",Simulation;Action;Indie;Casual;VR;Funny,"{""Simulation"": 67, ""Action"": 66, ""Indie"": 66, ""Casual"": 66, ""VR"": 12, ""Funny"": 11}"
1240870,The Pedestrian Demo,,,{}
1337010,Alba: A Wildlife Adventure,"Adventure, Casual",Casual;Wholesome;Cozy;Family Friendly;Nature;Female Protagonist;Adventure;Exploration;Action-Adventure;3D;Open World;Story Rich;Funny;Singleplayer;Indie;Cute;Cartoony;Creature Collector;Collectathon;Colorful,"{""Casual"": 267, ""Wholesome"": 262, ""Cozy"": 255, ""Family Friendly"": 250, ""Nature"": 246, ""Female Protagonist"": 234, ""Adventure"": 228, ""Exploration"": 216, ""Action-Adventure"": 208, ""3D"": 205, ""Open World"": 204, ""Story Rich"": 192, ""Funny"": 188, ""Singleplayer"": 186, ""Indie"": 186, ""Cute"": 179, ""Cartoony"": 178, ""Creature Collector"": 169, ""Collectathon"": 163, ""Colorful"": 145}"
1491490,Cosmonious High,Adventure,VR;Adventure;Colorful;Funny;Sci-fi;Space;Singleplayer;Action-Adventure;Sandbox;Walking Simulator;Exploration;3D;Mystery Dungeon;Cute;First-Person;Stylized;Psychedelic;Aliens;Comedy;Artificial Intelligence,"{""VR"": 230, ""Adventure"": 226, ""Colorful"": 221, ""Funny"": 218, ""Sci-fi"": 211, ""Space"": 204, ""Singleplayer"": 204, ""Action-Adventure"": 195, ""Sandbox"": 187, ""Walking Simulator"": 175, ""Exploration"": 168, ""3D"": 156, ""Mystery Dungeon"": 153, ""Cute"": 145, ""First-Person"": 128, ""Stylized"": 109, ""Psychedelic"": 108, ""Aliens"": 97, ""Comedy"": 79, ""Artificial Intelligence"": 58}"
1497000,OceanCraft,"Adventure, Early Access",Open World Survival Craft;Sailing;Adventure;Survival;VR;Team-Based;Family Friendly;Nature;Singleplayer;Early Access;Co-op;Multiplayer;Online Co-Op;Crafting;Mining,"{""Open World Survival Craft"": 54, ""Sailing"": 48, ""Adventure"": 46, ""Survival"": 44, ""VR"": 43, ""Team-Based"": 37, ""Family Friendly"": 30, ""Nature"": 28, ""Singleplayer"": 24, ""Early Access"": 23, ""Co-op"": 23, ""Multiplayer"": 22, ""Online Co-Op"": 18, ""Crafting"": 17, ""Mining"": 15}"
1582680,"Trolley Problem, Inc.","Casual, Indie, Simulation",Choices Matter;Indie;Dark Humor;Casual;Life Sim;Simulation;Minimalist;Text-Based;Immersive Sim;Artificial Intelligence;Capitalism;Comedy;Education;Philosophical;Funny;Singleplayer;Satire;Surreal;Underground;Co-op,"{""Choices Matter"": 383, ""Indie"": 377, ""Dark Humor"": 377, ""Casual"": 366, ""Life Sim"": 365, ""Simulation"": 362, ""Minimalist"": 351, ""Text-Based"": 345, ""Immersive Sim"": 345, ""Artificial Intelligence"": 336, ""Capitalism"": 332, ""Comedy"": 332, ""Education"": 331, ""Philosophical"": 330, ""Funny"": 326, ""Singleplayer"": 317, ""Satire"": 313, ""Surreal"": 301, ""Underground"": 292, ""Co-op"": 288}"
1629520,A Little to the Left,"Casual, Indie",Puzzle;Relaxing;Wholesome;Casual;Cute;Cozy;Logic;2D;Cats;Colorful;Funny;Singleplayer;Indie;Hand-drawn;Hidden Object;Linear;Family Friendly;Pixel Graphics;Point & Click;Multiplayer,"{""Puzzle"": 383, ""Relaxing"": 326, ""Wholesome"": 270, ""Casual"": 269, ""Cute"": 220, ""Cozy"": 186, ""Logic"": 168, ""2D"": 160, ""Cats"": 159, ""Colorful"": 157, ""Funny"": 148, ""Singleplayer"": 147, ""Indie"": 141, ""Hand-drawn"": 132, ""Hidden Object"": 116, ""Linear"": 103, ""Family Friendly"": 101, ""Pixel Graphics"": 72, ""Point & Click"": 54, ""Multiplayer"": 22}"
1649080,Two Point Campus,"Casual, Indie, Simulation, Strategy",Management;Simulation;Building;Strategy;City Builder;Casual;Sandbox;Funny;Cartoony;Isometric;Comedy;Singleplayer;Family Friendly;Indie;Economy;Tactical;Replay Value;Education;Cute;Retro,"{""Management"": 187, ""Simulation"": 171, ""Building"": 150, ""Strategy"": 148, ""City Builder"": 132, ""Casual"": 129, ""Sandbox"": 125, ""Funny"": 112, ""Cartoony"": 100, ""Isometric"": 95, ""Comedy"": 94, ""Singleplayer"": 83, ""Family Friendly"": 82, ""Indie"": 61, ""Economy"": 54, ""Tactical"": 49, ""Replay Value"": 49, ""Education"": 48, ""Cute"": 47, ""Retro"": 46}"
1730700,We Love Katamari REROLL+ Royal Reverie,Action,Action;Singleplayer;3D;Cute;Third Person;Funny;Controller;Great Soundtrack;Local Multiplayer;Cult Classic;Space;Colorful;Surreal;Puzzle;Comedy;Relaxing;Casual,"{""Action"": 74, ""Singleplayer"": 58, ""3D"": 57, ""Cute"": 55, ""Third Person"": 47, ""Funny"": 44, ""Controller"": 35, ""Great Soundtrack"": 35, ""Local Multiplayer"": 30, ""Cult Classic"": 29, ""Space"": 29, ""Colorful"": 24, ""Surreal"": 18, ""Puzzle"": 11, ""Comedy"": 8, ""Relaxing"": 8, ""Casual"": 5}"
1935660,Chop Goblins,"Action, Indie",Boomer Shooter;FPS;Old School;Funny;Fast-Paced;Short;Pixel Graphics;Colorful;Shooter;Gore;Comedy;First-Person;Action;Time Travel;1990's;Stylized;Destruction;Combat;Dark Humor;Retro,"{""Boomer Shooter"": 191, ""FPS"": 185, ""Old School"": 171, ""Funny"": 169, ""Fast-Paced"": 165, ""Short"": 158, ""Pixel Graphics"": 155, ""Colorful"": 155, ""Shooter"": 152, ""Gore"": 149, ""Comedy"": 148, ""First-Person"": 143, ""Action"": 143, ""Time Travel"": 138, ""1990's"": 136, ""Stylized"": 130, ""Destruction"": 118, ""Combat"": 116, ""Dark Humor"": 112, ""Retro"": 102}"
2291760,Papa's Freezeria Deluxe,"Action, Casual, Indie, Simulation, Strategy",Cooking;Time Management;Simulation;Job Simulator;Casual;Strategy;Character Customization;Management;Singleplayer;Indie;Nostalgia;2D;Cult Classic;Classic;Family Friendly;Cute;Colorful;Funny;Action;Souls-like,"{""Cooking"": 149, ""Time Management"": 123, ""Simulation"": 116, ""Job Simulator"": 109, ""Casual"": 109, ""Strategy"": 100, ""Character Customization"": 95, ""Management"": 91, ""Singleplayer"": 87, ""Indie"": 85, ""Nostalgia"": 69, ""2D"": 67, ""Cult Classic"": 52, ""Classic"": 44, ""Family Friendly"": 43, ""Cute"": 30, ""Colorful"": 29, ""Funny"": 17, ""Action"": 14, ""Souls-like"": 10}"
3035120,Is This Seat Taken?,"Casual, Indie",,{}
3097300,Creature Kitchen,"Casual, Indie, Simulation",,{}
3191050,BRAZILIAN DRUG DEALER 3: I OPENED A PORTAL TO HELL IN THE FAVELA TRYING TO REVIVE MIT AIA I NEED TO CLOSE IT,"Action, Adventure, Indie",Boomer Shooter;FPS;Singleplayer;PvE;Shooter;3D;First-Person;Cyberpunk;Comedy;Funny;Lore-Rich;Co-op;Dark Comedy;Dark Humor;Post-apocalyptic;Surreal;Story Rich;Action;Demons;Early Access,"{""Boomer Shooter"": 227, ""FPS"": 216, ""Singleplayer"": 203, ""PvE"": 198, ""Shooter"": 196, ""3D"": 184, ""First-Person"": 180, ""Cyberpunk"": 165, ""Comedy"": 164, ""Funny"": 155, ""Lore-Rich"": 146, ""Co-op"": 132, ""Dark Comedy"": 128, ""Dark Humor"": 115, ""Post-apocalyptic"": 100, ""Surreal"": 89, ""Story Rich"": 71, ""Action"": 70, ""Demons"": 35, ""Early Access"": 28}"
3259470,Papa's Pizzeria Deluxe,"Action, Casual, Indie, Simulation, Strategy",Cooking;Simulation;Strategy;Casual;Time Management;Character Customization;Management;Action;2D;Family Friendly;Indie;Singleplayer;Colorful;Psychological Horror;Nostalgia;Souls-like,"{""Cooking"": 77, ""Simulation"": 68, ""Strategy"": 65, ""Casual"": 65, ""Time Management"": 64, ""Character Customization"": 53, ""Management"": 52, ""Action"": 47, ""2D"": 37, ""Family Friendly"": 37, ""Indie"": 34, ""Singleplayer"": 33, ""Colorful"": 31, ""Psychological Horror"": 15, ""Nostalgia"": 7, ""Souls-like"": 5}"
3880190,Coconut Simulator 2,"Action, Adventure, Casual, Indie, Simulation",,{}
3939700,Treasure Beach,"Casual, Indie, Simulation, Strategy",,{}
115320,Prototype 2,"Action, Adventure",Action;Open World;Gore;Superhero;Violent;Third Person;Singleplayer;Adventure;Zombies;Parkour;Hack and Slash;Sandbox;Sci-fi;Story Rich;RPG;Multiplayer;Horror;Stealth;Atmospheric;Co-op,"{""Action"": 569, ""Open World"": 556, ""Gore"": 401, ""Superhero"": 328, ""Violent"": 316, ""Third Person"": 312, ""Singleplayer"": 296, ""Adventure"": 292, ""Zombies"": 248, ""Parkour"": 238, ""Hack and Slash"": 199, ""Sandbox"": 136, ""Sci-fi"": 121, ""Story Rich"": 116, ""RPG"": 108, ""Multiplayer"": 104, ""Horror"": 89, ""Stealth"": 88, ""Atmospheric"": 87, ""Co-op"": 35}"
446910,Night Blights,Indie,Indie;Horror,"{""Indie"": 27, ""Horror"": 15}"
597760,Yuppie Psycho: Executive Edition,"Adventure, Indie",Puzzle;Pixel Graphics;Psychological Horror;Exploration;2D;Story Rich;Horror;Multiple Endings;Top-Down;Cute;Anime;Dark Humor;Choices Matter;Cyberpunk;Controller;Stealth;Adventure;Singleplayer;Survival Horror;Blood,"{""Puzzle"": 788, ""Pixel Graphics"": 587, ""Psychological Horror"": 580, ""Exploration"": 572, ""2D"": 568, ""Story Rich"": 564, ""Horror"": 562, ""Multiple Endings"": 545, ""Top-Down"": 538, ""Cute"": 537, ""Anime"": 534, ""Dark Humor"": 533, ""Choices Matter"": 532, ""Cyberpunk"": 518, ""Controller"": 510, ""Stealth"": 504, ""Adventure"": 495, ""Singleplayer"": 464, ""Survival Horror"": 457, ""Blood"": 447}"
1574820,Until Then,"Adventure, Casual, Indie",Visual Novel;Pixel Graphics;Emotional;Interactive Fiction;Story Rich;Drama;2D;Psychological;Adventure;Mystery;LGBTQ+;Romance;Casual;Linear;Side Scroller;Colorful;Singleplayer;Multiple Endings;Foreign;Conversation,"{""Visual Novel"": 406, ""Pixel Graphics"": 376, ""Emotional"": 371, ""Interactive Fiction"": 335, ""Story Rich"": 329, ""Drama"": 305, ""2D"": 277, ""Psychological"": 267, ""Adventure"": 223, ""Mystery"": 222, ""LGBTQ+"": 177, ""Romance"": 174, ""Casual"": 172, ""Linear"": 159, ""Side Scroller"": 145, ""Colorful"": 132, ""Singleplayer"": 106, ""Multiple Endings"": 104, ""Foreign"": 97, ""Conversation"": 92}"
3254940,My Putrid Ponies,"Action, Adventure, Indie, Early Access",Action;Adventure;Simulation;Action-Adventure;FPS;Exploration;3D;First-Person;Third Person;Survival Horror;Survival;Thriller;Horror;Zombies;Stealth;Singleplayer;Perma Death;Early Access;Indie;Violent,"{""Action"": 174, ""Adventure"": 170, ""Simulation"": 159, ""Action-Adventure"": 143, ""FPS"": 140, ""Exploration"": 128, ""3D"": 122, ""First-Person"": 115, ""Third Person"": 105, ""Survival Horror"": 102, ""Survival"": 98, ""Thriller"": 84, ""Horror"": 82, ""Zombies"": 61, ""Stealth"": 42, ""Singleplayer"": 29, ""Perma Death"": 27, ""Early Access"": 22, ""Indie"": 22, ""Violent"": 21}"
3376760,Panelka,"Casual, Indie, Simulation",Simulation;Design & Illustration;Casual;Relaxing;Building;Indie;Sandbox;Immersive Sim;Cute;Cozy;Atmospheric;Stylized;Minimalist;3D;Management;Isometric;Colorful;Singleplayer;Music;Replay Value,"{""Simulation"": 225, ""Design & Illustration"": 218, ""Casual"": 214, ""Relaxing"": 212, ""Building"": 211, ""Indie"": 196, ""Sandbox"": 187, ""Immersive Sim"": 166, ""Cute"": 158, ""Cozy"": 152, ""Atmospheric"": 142, ""Stylized"": 128, ""Minimalist"": 126, ""3D"": 113, ""Management"": 95, ""Isometric"": 79, ""Colorful"": 62, ""Singleplayer"": 47, ""Music"": 27, ""Replay Value"": 24}"
3604430,Digger: Galactic Treasures,"Action, Adventure, Casual, Indie, Simulation",,{}
735360,Driver Booster 5 for Steam,Utilities,Utilities;Software,"{""Utilities"": 35, ""Software"": 7}"
1236400,Hentai hentai,"Casual, Indie, Strategy",,{}
1505620,Waifu Secret,"Action, Adventure, Casual, Indie, Simulation",,{}
1545450,Incredibox,"Casual, Indie",Casual;Rhythm;2D;Cartoony;Music;Audio Production;Stylized;Family Friendly;Relaxing;Singleplayer;Music-Based Procedural Generation;Indie;Education;Minimalist;Great Soundtrack;Moddable;Sandbox,"{""Casual"": 89, ""Rhythm"": 75, ""2D"": 61, ""Cartoony"": 60, ""Music"": 56, ""Audio Production"": 52, ""Stylized"": 50, ""Family Friendly"": 47, ""Relaxing"": 46, ""Singleplayer"": 44, ""Music-Based Procedural Generation"": 37, ""Indie"": 35, ""Education"": 33, ""Minimalist"": 28, ""Great Soundtrack"": 26, ""Moddable"": 19, ""Sandbox"": 11}"
1609160,Waifu Secret 2,"Adventure, Casual, Indie, Simulation",,{}
2380410,SEX Tentacles [18+],"Action, Adventure",,{}
2590150,Faaast Penguin,,,{}
2743030,LISA: The First,,,{}
260410,Get Off My Lawn!,"Casual, Free To Play, Indie",Free to Play;Casual;Indie;Shooter;Tower Defense;Singleplayer;Aliens;Multiplayer;Arcade;Action;Funny;Horror;Survival;Strategy,"{""Free to Play"": 628, ""Casual"": 73, ""Indie"": 55, ""Shooter"": 53, ""Tower Defense"": 39, ""Singleplayer"": 32, ""Aliens"": 31, ""Multiplayer"": 28, ""Arcade"": 21, ""Action"": 20, ""Funny"": 17, ""Horror"": 10, ""Survival"": 6, ""Strategy"": 5}"
332200,Axiom Verge,"Action, Adventure, Indie",Metroidvania;Indie;Pixel Graphics;Platformer;Action;Great Soundtrack;2D;Sci-fi;Adventure;Retro;Exploration;Singleplayer;Atmospheric;Cyberpunk;Side Scroller;Difficult;Aliens;Shooter;Horror;Story Rich,"{""Metroidvania"": 321, ""Indie"": 188, ""Pixel Graphics"": 184, ""Platformer"": 167, ""Action"": 148, ""Great Soundtrack"": 145, ""2D"": 137, ""Sci-fi"": 130, ""Adventure"": 124, ""Retro"": 110, ""Exploration"": 83, ""Singleplayer"": 61, ""Atmospheric"": 58, ""Cyberpunk"": 48, ""Side Scroller"": 42, ""Difficult"": 39, ""Aliens"": 21, ""Shooter"": 19, ""Horror"": 16, ""Story Rich"": 10}"
388080,Borderless Gaming,"Action, Utilities",Utilities;Software;2D;3D;Psychological Horror,"{""Utilities"": 64, ""Software"": 41, ""2D"": 11, ""3D"": 10, ""Psychological Horror"": 5}"
582260,Extreme-G 2,Racing,Racing;Futuristic;Fast-Paced;Great Soundtrack;Arcade;Action;Combat Racing;Vehicular Combat;Classic;1990's,"{""Racing"": 46, ""Futuristic"": 16, ""Fast-Paced"": 12, ""Great Soundtrack"": 12, ""Arcade"": 12, ""Action"": 11, ""Combat Racing"": 10, ""Vehicular Combat"": 10, ""Classic"": 8, ""1990's"": 5}"
798460,Ni no Kuni Wrath of the White Witch Remastered,"Action, Adventure, RPG",RPG;Adventure;JRPG;Action;Anime;Creature Collector;Great Soundtrack;Singleplayer;Story Rich;Fantasy;Open World;Cute;Turn-Based Combat;Magic;Turn-Based;Exploration;Family Friendly;Colorful;Action RPG;Atmospheric,"{""RPG"": 110, ""Adventure"": 106, ""JRPG"": 102, ""Action"": 83, ""Anime"": 69, ""Creature Collector"": 61, ""Great Soundtrack"": 59, ""Singleplayer"": 55, ""Story Rich"": 48, ""Fantasy"": 47, ""Open World"": 44, ""Cute"": 32, ""Turn-Based Combat"": 20, ""Magic"": 17, ""Turn-Based"": 17, ""Exploration"": 16, ""Family Friendly"": 13, ""Colorful"": 12, ""Action RPG"": 11, ""Atmospheric"": 7}"
812810,missed messages.,"Casual, Indie, Simulation, Free To Play",Free to Play;Visual Novel;LGBTQ+;Choices Matter;Romance;Emotional;Psychological Horror;Female Protagonist;Indie;Psychological;Singleplayer;Story Rich;Great Soundtrack;Casual;Simulation;Atmospheric;Horror;Memes;Anime;Sexual Content,"{""Free to Play"": 427, ""Visual Novel"": 402, ""LGBTQ+"": 328, ""Choices Matter"": 319, ""Romance"": 284, ""Emotional"": 270, ""Psychological Horror"": 265, ""Female Protagonist"": 253, ""Indie"": 238, ""Psychological"": 201, ""Singleplayer"": 178, ""Story Rich"": 169, ""Great Soundtrack"": 160, ""Casual"": 152, ""Simulation"": 137, ""Atmospheric"": 129, ""Horror"": 129, ""Memes"": 122, ""Anime"": 98, ""Sexual Content"": 78}"
1030210,Torchlight III,"Action, Adventure, RPG",RPG;Adventure;Hack and Slash;Action;Loot;Action RPG;Dungeon Crawler;Online Co-Op;Isometric;Co-op;Multiplayer;Singleplayer;Fantasy;Controller;Steampunk;Open World;Character Customization;Early Access,"{""RPG"": 250, ""Adventure"": 178, ""Hack and Slash"": 178, ""Action"": 175, ""Loot"": 166, ""Action RPG"": 154, ""Dungeon Crawler"": 121, ""Online Co-Op"": 81, ""Isometric"": 59, ""Co-op"": 56, ""Multiplayer"": 45, ""Singleplayer"": 35, ""Fantasy"": 34, ""Controller"": 18, ""Steampunk"": 10, ""Open World"": 8, ""Character Customization"": 7, ""Early Access"": 7}"
498310,RPG in a Box,"RPG, Animation & Modeling, Design & Illustration, Game Development",Game Development;Design & Illustration;Animation & Modeling;Voxel;RPG;Software;Pixel Graphics;Sandbox;RPGMaker,"{""Game Development"": 46, ""Design & Illustration"": 36, ""Animation & Modeling"": 35, ""Voxel"": 24, ""RPG"": 23, ""Software"": 17, ""Pixel Graphics"": 7, ""Sandbox"": 6, ""RPGMaker"": 6}"
512270,Home - A VR Spacewalk,"Action, Adventure",Adventure;Action;VR;Space,"{""Adventure"": 23, ""Action"": 22, ""VR"": 13, ""Space"": 7}"
